supplier_id,supplier_name,region,reliability_score,payment_terms,max_capacity,item_id,sku,description,commodity_category,unit_weight_kg,moq,baseline_cost_inr,unit_price_inr,lead_time_days,defect_rate_pct,qty_ordered,logistics_cost_inr,cost_per_defect_inr,penalty_per_day_inr
SUP-011,SAIL (Steel Authority of India),Delhi,74,Advance 50% Net 30,1273,ITM-012,SKU-BRGBL-6205,Deep Groove Ball Bearing 6205-2RS,Bearings & Bushings,0.1,500,420,474.55,12,4.6003,500,2533.18,458.51,161.13
SUP-027,National Engineering Industries,Rajasthan,73,Net 15,4957,ITM-039,SKU-VBELT-B68,Classical V-Belt B68,Conveyor & Drive,0.3,200,240,234.04,14,3.4365,215,3232.31,243.96,42.98
SUP-042,Indian Oil Tanking Ltd,Gujarat,78,Advance 30% Net 60,6231,ITM-031,SKU-MFGASK-AF,Aramid Fibre Manifold Gasket Set,Seals & Gaskets,0.3,200,780,766.55,32,3.3251,213,2810.68,800.72,136.21
SUP-049,Carborundum Universal Ltd,Tamil Nadu,67,Net 60,2704,ITM-040,SKU-SPRKT-12B,Simplex Sprocket 12B-1 Z=19,Conveyor & Drive,0.8,100,680,597.1,14,2.7162,100,3323.67,551.49,82.95
SUP-032,Precision Camshafts Ltd,Maharashtra,75,Advance 50% Net 30,10320,ITM-031,SKU-MFGASK-AF,Aramid Fibre Manifold Gasket Set,Seals & Gaskets,0.3,200,780,723.17,14,4.9958,200,1395.4,1516.25,201.9
SUP-015,Man Industries India Ltd,Gujarat,80,Net 90,12443,ITM-003,SKU-STLPL-MS16,Mild Steel Plate 16mm,Ferrous Metals,600,10,51000,49226.65,53,7.8067,21,22048.11,158393.51,855.95
SUP-015,Man Industries India Ltd,Gujarat,80,Net 90,12443,ITM-009,SKU-COPCAT-EF,Electrolytic Copper Cathode,Non-Ferrous Metals,25,50,785000,786126.95,16,7.4318,52,5047.63,1613481.07,36939.8
SUP-050,Wendt India Ltd,Tamil Nadu,79,Net 15,12930,ITM-017,SKU-BRGNDL-HK,Needle Roller Bearing HK2520,Bearings & Bushings,0.05,500,320,281.05,10,4.9769,500,1220.15,563.33,82.07
SUP-007,Prakash Industries Ltd,Chhattisgarh,63,Net 30,7040,ITM-023,SKU-ABWHL-A60,Alumina Grinding Wheel A60 200×25,Abrasives & Tooling,2.8,100,950,1001.35,34,5.3145,102,3596.66,1180.86,67.13
SUP-042,Indian Oil Tanking Ltd,Gujarat,78,Advance 30% Net 60,6231,ITM-014,SKU-BRGRL-NU210,Cylindrical Roller Bearing NU210,Bearings & Bushings,0.9,200,2100,2035.11,17,3.8967,959,4215.62,3382.75,2097.03
SUP-010,JSW Steel Ltd,Karnataka,87,LC 90 Days,368,ITM-020,SKU-LUBGRSE-EP2,EP2 Grease 180kg Drum,Lubricants & Fluids,180,5,11800,12490.48,19,2.6677,5,10238.82,30454.31,37.53
SUP-039,Castrol India Ltd,Maharashtra,74,Net 90,9230,ITM-004,SKU-STLBAR-SS316,Stainless Steel Bar 316L,Ferrous Metals,130,5,210000,188554.2,25,4.0409,8,1243.8,179411.48,2210.23
SUP-020,Sunflag Iron & Steel Co,Maharashtra,69,Net 30,1342,ITM-039,SKU-VBELT-B68,Classical V-Belt B68,Conveyor & Drive,0.3,200,240,244.27,41,4.5502,877,2451.96,371.41,362.33
SUP-028,Rane Holdings Ltd,Tamil Nadu,75,LC 90 Days,3016,ITM-018,SKU-LUBIND-VG46,Industrial Gear Oil VG46 200L,Lubricants & Fluids,185,10,14500,15554.67,20,4.9491,39,49817.97,33737.5,603.83
SUP-038,Kennametal India Ltd,Karnataka,87,Cash Against Documents,5208,ITM-023,SKU-ABWHL-A60,Alumina Grinding Wheel A60 200×25,Abrasives & Tooling,2.8,100,950,960.29,23,0.6073,462,10127.98,686.74,648.18
SUP-024,NRB Bearings Ltd,Maharashtra,88,Net 60,7462,ITM-005,SKU-STLPIP-GI50,Galvanised Iron Pipe DN50 6m,Ferrous Metals,18,50,3600,3291.15,21,4.9298,56,1222.81,4513.92,270.31
SUP-051,Bosch Ltd (India),Karnataka,87,Net 15,308,ITM-005,SKU-STLPIP-GI50,Galvanised Iron Pipe DN50 6m,Ferrous Metals,18,50,3600,3827.47,39,2.7352,51,8342.56,4643.38,281.42
SUP-047,Aarti Industries Ltd,Gujarat,66,Net 45,14049,ITM-001,SKU-STLCL-HR,Hot-Rolled Steel Coil 3mm,Ferrous Metals,850,20,55000,52302.94,13,4.9905,20,48258.49,286760.16,1571.4
SUP-016,Maharashtra Seamless Ltd,Maharashtra,73,LC 90 Days,13162,ITM-035,SKU-WELWIR-ER70,ER70S-6 MIG Welding Wire 15kg,Welding Consumables,15,50,5600,6186.46,12,3.5923,155,4923.43,5465.27,1949.83
SUP-005,Kalyani Steels Ltd,Maharashtra,85,Net 15,2740,ITM-010,SKU-BRASRD-C360,Free-Cutting Brass Rod C360,Non-Ferrous Metals,3,200,68000,65352.02,16,1.7791,210,1400,112357.62,15548.77
SUP-047,Aarti Industries Ltd,Gujarat,66,Net 45,14049,ITM-040,SKU-SPRKT-12B,Simplex Sprocket 12B-1 Z=19,Conveyor & Drive,0.8,100,680,595.7,12,4.6043,100,1485.09,696.54,105.29
SUP-013,Vedanta Ltd,Rajasthan,77,Advance 30% Net 60,5374,ITM-022,SKU-COMPOL-VG100,Compressor Oil VG100 50L,Lubricants & Fluids,47,20,7600,6850.46,19,4.5866,20,5936.65,7985.07,129.93
SUP-046,Vinati Organics Ltd,Maharashtra,83,Net 15,921,ITM-016,SKU-BRGSLF-PB,Sintered Bronze Bush 25×30×25,Bearings & Bushings,0.06,1000,185,172.52,33,4.0969,1000,3135.26,215.81,306.2
SUP-046,Vinati Organics Ltd,Maharashtra,83,Net 15,921,ITM-030,SKU-OILSEAL-TC,TC Rotary Oil Seal 50×70×10,Seals & Gaskets,0.05,500,220,254.44,6,4.9917,500,1934.64,365.96,176.21
SUP-053,Freudenberg Sealing Tech India,Maharashtra,89,Advance 30% Net 60,10279,ITM-038,SKU-CONVBL-EP300,EP300/3 Rubber Conveyor Belt 1m×1m,Conveyor & Drive,28,10,18500,17627.39,9,2.7489,52,1355.12,16045.37,1366.71
SUP-009,Tata Steel Ltd,Jharkhand,98,Net 30,7468,ITM-013,SKU-BRGBL-6308,Deep Groove Ball Bearing 6308-ZZ,Bearings & Bushings,0.4,300,890,858.21,14,2.1555,310,1916.79,618.3,291.49
SUP-016,Maharashtra Seamless Ltd,Maharashtra,73,LC 90 Days,13162,ITM-024,SKU-DRLBIT-TCR10,Tungsten Carbide Drill Bit 10mm,Abrasives & Tooling,0.05,500,280,305.35,25,4.7416,500,2681.41,207.85,102.73
SUP-016,Maharashtra Seamless Ltd,Maharashtra,73,LC 90 Days,13162,ITM-038,SKU-CONVBL-EP300,EP300/3 Rubber Conveyor Belt 1m×1m,Conveyor & Drive,28,10,18500,19886.18,20,4.9355,10,2132.57,24871.56,249.23
SUP-013,Vedanta Ltd,Rajasthan,77,Advance 30% Net 60,5374,ITM-003,SKU-STLPL-MS16,Mild Steel Plate 16mm,Ferrous Metals,600,10,51000,52061.4,14,4.7486,26,101046.26,132355.42,1248.29
SUP-035,Jyoti CNC Automation,Gujarat,81,Net 60,10394,ITM-002,SKU-STLCL-CR,Cold-Rolled Steel Coil 1.5mm,Ferrous Metals,820,15,62000,66522.22,23,4.8496,16,26479.3,312309.28,1129.48
SUP-017,APL Apollo Tubes Ltd,Uttar Pradesh,85,Net 45,5707,ITM-039,SKU-VBELT-B68,Classical V-Belt B68,Conveyor & Drive,0.3,200,240,218.96,17,4.9488,605,4043.72,319.22,80.99
SUP-017,APL Apollo Tubes Ltd,Uttar Pradesh,85,Net 45,5707,ITM-007,SKU-STLCHN-G80,Alloy Steel Chain Grade 80 10mm,Ferrous Metals,8,100,4100,3785.94,15,4.3698,113,5152.25,3514.58,366.68
SUP-027,National Engineering Industries,Rajasthan,73,Net 15,4957,ITM-003,SKU-STLPL-MS16,Mild Steel Plate 16mm,Ferrous Metals,600,10,51000,50033.37,37,4.9806,11,70041.05,165951.71,413.09
SUP-044,Deepak Nitrite Ltd,Gujarat,64,Net 60,5093,ITM-007,SKU-STLCHN-G80,Alloy Steel Chain Grade 80 10mm,Ferrous Metals,8,100,4100,3865.89,14,3.6102,229,3110.83,5572.67,682.42
SUP-017,APL Apollo Tubes Ltd,Uttar Pradesh,85,Net 45,5707,ITM-034,SKU-FASTNR-STUD,M16 Stud Bolt B7/2H Set (10pcs),Fasteners,1.8,100,640,646.74,15,4.8788,102,2675.69,1202.64,76.82
SUP-015,Man Industries India Ltd,Gujarat,80,Net 90,12443,ITM-039,SKU-VBELT-B68,Classical V-Belt B68,Conveyor & Drive,0.3,200,240,199.28,51,7.8869,428,2900.21,346.17,85.75
SUP-013,Vedanta Ltd,Rajasthan,77,Advance 30% Net 60,5374,ITM-020,SKU-LUBGRSE-EP2,EP2 Grease 180kg Drum,Lubricants & Fluids,180,5,11800,10974.08,28,4.6719,5,9961.82,24936.52,60.4
SUP-011,SAIL (Steel Authority of India),Delhi,74,Advance 50% Net 30,1273,ITM-018,SKU-LUBIND-VG46,Industrial Gear Oil VG46 200L,Lubricants & Fluids,185,10,14500,13553.31,33,3.7083,34,79663.43,17224.83,786.04
SUP-013,Vedanta Ltd,Rajasthan,77,Advance 30% Net 60,5374,ITM-017,SKU-BRGNDL-HK,Needle Roller Bearing HK2520,Bearings & Bushings,0.05,500,320,296.81,18,4.4408,864,2342.24,217.25,199.55
SUP-048,NOCIL Ltd,Maharashtra,65,Advance 30% Net 60,413,ITM-027,SKU-CBDWHL-D126,CBN Grinding Wheel D126 100×10,Abrasives & Tooling,1.6,50,8400,8135.48,9,4.8342,150,1496.87,16518.3,1022.06
SUP-013,Vedanta Ltd,Rajasthan,77,Advance 30% Net 60,5374,ITM-016,SKU-BRGSLF-PB,Sintered Bronze Bush 25×30×25,Bearings & Bushings,0.06,1000,185,165.54,12,3.537,1993,2692.35,214.39,386.5
SUP-020,Sunflag Iron & Steel Co,Maharashtra,69,Net 30,1342,ITM-010,SKU-BRASRD-C360,Free-Cutting Brass Rod C360,Non-Ferrous Metals,3,200,68000,67867.91,20,4.7979,200,2086.37,149403.08,14475.83
SUP-044,Deepak Nitrite Ltd,Gujarat,64,Net 60,5093,ITM-013,SKU-BRGBL-6308,Deep Groove Ball Bearing 6308-ZZ,Bearings & Bushings,0.4,300,890,908.95,29,3.009,524,3508.9,1484.06,292.55
SUP-016,Maharashtra Seamless Ltd,Maharashtra,73,LC 90 Days,13162,ITM-038,SKU-CONVBL-EP300,EP300/3 Rubber Conveyor Belt 1m×1m,Conveyor & Drive,28,10,18500,15642.67,13,4.8788,10,798.42,17041.37,46.93
SUP-045,Hikal Ltd,Maharashtra,77,Advance 50% Net 30,2154,ITM-030,SKU-OILSEAL-TC,TC Rotary Oil Seal 50×70×10,Seals & Gaskets,0.05,500,220,212.77,33,5.2836,500,750,408.97,97.07
SUP-059,Elgi Equipments Ltd,Tamil Nadu,85,LC 90 Days,5248,ITM-013,SKU-BRGBL-6308,Deep Groove Ball Bearing 6308-ZZ,Bearings & Bushings,0.4,300,890,821.51,19,4.503,300,1558.93,652.94,383.15
SUP-062,WPIL Ltd,West Bengal,63,Cash on Delivery,8372,ITM-036,SKU-WELELE-E7018,E7018 Welding Electrode 5kg Pack,Welding Consumables,5,100,1950,2003.24,38,3.1234,101,5306.93,2461.08,75.14
SUP-026,ABC Bearings Ltd,Gujarat,87,Net 45,13504,ITM-011,SKU-ZNCING-SHG,Zinc SHG Ingot 25kg,Non-Ferrous Metals,25,200,24500,22586.45,19,4.9123,450,20272.11,28761.33,11900.78
SUP-040,Gulf Oil Lubricants India,Maharashtra,68,Cash Against Documents,7726,ITM-030,SKU-OILSEAL-TC,TC Rotary Oil Seal 50×70×10,Seals & Gaskets,0.05,500,220,220.83,13,4.0044,524,1036.85,351.57,110.15
SUP-019,Uttam Galva Steels Ltd,Maharashtra,67,Net 45,1253,ITM-031,SKU-MFGASK-AF,Aramid Fibre Manifold Gasket Set,Seals & Gaskets,0.3,200,780,906.61,16,1.0544,369,1429.76,755.44,286.02
SUP-046,Vinati Organics Ltd,Maharashtra,83,Net 15,921,ITM-008,SKU-ALUING-6061,Aluminium Ingot 6061-T6,Non-Ferrous Metals,25,100,215000,222392.79,18,4.1204,110,2646.26,200818.84,61922
SUP-042,Indian Oil Tanking Ltd,Gujarat,78,Advance 30% Net 60,6231,ITM-001,SKU-STLCL-HR,Hot-Rolled Steel Coil 3mm,Ferrous Metals,850,20,55000,60282.66,22,4.9738,20,38265.02,288349.59,1696.54
SUP-062,WPIL Ltd,West Bengal,63,Cash on Delivery,8372,ITM-002,SKU-STLCL-CR,Cold-Rolled Steel Coil 1.5mm,Ferrous Metals,820,15,62000,62422.66,29,6.2205,15,211599.2,319370.9,719.94
SUP-024,NRB Bearings Ltd,Maharashtra,88,Net 60,7462,ITM-028,SKU-RBBRSH-NBR,NBR O-Ring Seal Kit Assorted 100pcs,Seals & Gaskets,0.02,1000,95,93.32,15,4.8958,5103,1901.86,174.71,414.34
SUP-011,SAIL (Steel Authority of India),Delhi,74,Advance 50% Net 30,1273,ITM-024,SKU-DRLBIT-TCR10,Tungsten Carbide Drill Bit 10mm,Abrasives & Tooling,0.05,500,280,298.9,11,4.4004,500,2384.84,513.08,278.47
SUP-016,Maharashtra Seamless Ltd,Maharashtra,73,LC 90 Days,13162,ITM-022,SKU-COMPOL-VG100,Compressor Oil VG100 50L,Lubricants & Fluids,47,20,7600,7791.12,23,4.3715,20,2555.53,9418.77,168.68
SUP-014,Ratnamani Metals & Tubes,Gujarat,75,Net 30,3333,ITM-037,SKU-WELFLU-AG,Silver Brazing Flux 500g,Welding Consumables,0.5,200,3100,3151.63,45,4.0431,757,1329.24,5844.52,2339.28
SUP-054,Nalco India Ltd,Odisha,69,LC 60 Days at Sight,12089,ITM-039,SKU-VBELT-B68,Classical V-Belt B68,Conveyor & Drive,0.3,200,240,222.67,10,1.8962,204,1132.74,123.57,113.64
SUP-029,Sundaram Fasteners Ltd,Tamil Nadu,78,Cash on Delivery,12245,ITM-019,SKU-LUBHYD-AW68,Hydraulic Oil AW68 210L,Lubricants & Fluids,195,10,16200,17578.11,33,2.5217,29,45662.02,19774,558.64
SUP-052,Parker Hannifin India,Maharashtra,91,Net 60,7017,ITM-012,SKU-BRGBL-6205,Deep Groove Ball Bearing 6205-2RS,Bearings & Bushings,0.1,500,420,464.5,26,2.7425,544,2333.09,627.74,455.34
SUP-052,Parker Hannifin India,Maharashtra,91,Net 60,7017,ITM-019,SKU-LUBHYD-AW68,Hydraulic Oil AW68 210L,Lubricants & Fluids,195,10,16200,15583.18,7,2.7494,32,4646.91,32205.18,259.76
SUP-039,Castrol India Ltd,Maharashtra,74,Net 90,9230,ITM-016,SKU-BRGSLF-PB,Sintered Bronze Bush 25×30×25,Bearings & Bushings,0.06,1000,185,194.59,19,3.0379,7321,2825.91,325.2,1193.41
SUP-060,Kirloskar Electric Co,Karnataka,71,Net 90,4409,ITM-014,SKU-BRGRL-NU210,Cylindrical Roller Bearing NU210,Bearings & Bushings,0.9,200,2100,2082.48,49,1.8256,205,3626.67,2332.71,371.92
SUP-044,Deepak Nitrite Ltd,Gujarat,64,Net 60,5093,ITM-006,SKU-STLANG-MS,MS Equal Angle 50×50×6,Ferrous Metals,45,25,8200,7423.64,7,4.4862,65,8975.07,7614.12,1065.97
SUP-012,Hindalco Industries Ltd,Maharashtra,95,LC 90 Days,12052,ITM-016,SKU-BRGSLF-PB,Sintered Bronze Bush 25×30×25,Bearings & Bushings,0.06,1000,185,174.27,15,4.9909,1000,2495.94,238.95,355.69
SUP-039,Castrol India Ltd,Maharashtra,74,Net 90,9230,ITM-026,SKU-ABPAPER-P120,Abrasive Sheet P120 230×280,Abrasives & Tooling,0.02,2000,42,38.92,30,4.9915,3959,1208.06,50.17,275.86
SUP-016,Maharashtra Seamless Ltd,Maharashtra,73,LC 90 Days,13162,ITM-019,SKU-LUBHYD-AW68,Hydraulic Oil AW68 210L,Lubricants & Fluids,195,10,16200,15734.29,54,4.5994,52,4366.45,30261.36,1417.59
SUP-007,Prakash Industries Ltd,Chhattisgarh,63,Net 30,7040,ITM-016,SKU-BRGSLF-PB,Sintered Bronze Bush 25×30×25,Bearings & Bushings,0.06,1000,185,177.85,12,6.556,1000,2236.95,170.07,243.77
SUP-003,Mahindra CIE Automotive,Maharashtra,89,LC 60 Days at Sight,13756,ITM-022,SKU-COMPOL-VG100,Compressor Oil VG100 50L,Lubricants & Fluids,47,20,7600,6895.44,20,3.8659,44,2153.82,8270.71,1011.57
SUP-059,Elgi Equipments Ltd,Tamil Nadu,85,LC 90 Days,5248,ITM-006,SKU-STLANG-MS,MS Equal Angle 50×50×6,Ferrous Metals,45,25,8200,8138.88,22,4.9739,25,8590.3,19424.72,165.64
SUP-040,Gulf Oil Lubricants India,Maharashtra,68,Cash Against Documents,7726,ITM-024,SKU-DRLBIT-TCR10,Tungsten Carbide Drill Bit 10mm,Abrasives & Tooling,0.05,500,280,259.46,14,4.5158,548,2122.38,360.98,188.43
SUP-003,Mahindra CIE Automotive,Maharashtra,89,LC 60 Days at Sight,13756,ITM-032,SKU-FASTNR-M12,M12×50 Hex Bolt 8.8 Zinc (100pcs),Fasteners,1.1,500,380,343.78,17,4.9889,535,3831.63,419.97,148.19
SUP-019,Uttam Galva Steels Ltd,Maharashtra,67,Net 45,1253,ITM-001,SKU-STLCL-HR,Hot-Rolled Steel Coil 3mm,Ferrous Metals,850,20,55000,47481.15,19,3.7427,37,20078.99,219797.43,2033.13
SUP-025,Tube Investments of India,Tamil Nadu,82,Advance 50% Net 30,7461,ITM-002,SKU-STLCL-CR,Cold-Rolled Steel Coil 1.5mm,Ferrous Metals,820,15,62000,57414.38,10,3.8442,15,82218.25,171502.42,692.05
SUP-025,Tube Investments of India,Tamil Nadu,82,Advance 50% Net 30,7461,ITM-033,SKU-FASTNR-M20,M20×80 Hex Bolt 10.9 HDG (50pcs),Fasteners,3.2,200,820,800.37,17,4.9757,218,8278.41,475.05,279.77
SUP-010,JSW Steel Ltd,Karnataka,87,LC 90 Days,368,ITM-029,SKU-GASK-PTFE3,PTFE Sheet Gasket 3mm 500×500,Seals & Gaskets,1.2,50,1450,1737.89,18,2.4556,50,3298.91,1431.73,51.97
SUP-058,Thermax Ltd,Maharashtra,82,Net 60,2281,ITM-036,SKU-WELELE-E7018,E7018 Welding Electrode 5kg Pack,Welding Consumables,5,100,1950,2147.89,36,4.9991,638,4442.66,4114.07,690.24
SUP-053,Freudenberg Sealing Tech India,Maharashtra,89,Advance 30% Net 60,10279,ITM-033,SKU-FASTNR-M20,M20×80 Hex Bolt 10.9 HDG (50pcs),Fasteners,3.2,200,820,836.63,50,2.2432,210,2808.28,1670.08,162.27
SUP-039,Castrol India Ltd,Maharashtra,74,Net 90,9230,ITM-013,SKU-BRGBL-6308,Deep Groove Ball Bearing 6308-ZZ,Bearings & Bushings,0.4,300,890,757.98,27,4.982,884,2881.65,944.58,260.21
SUP-052,Parker Hannifin India,Maharashtra,91,Net 60,7017,ITM-026,SKU-ABPAPER-P120,Abrasive Sheet P120 230×280,Abrasives & Tooling,0.02,2000,42,49.94,25,2.745,2111,1827.29,71.05,93.01
SUP-054,Nalco India Ltd,Odisha,69,LC 60 Days at Sight,12089,ITM-001,SKU-STLCL-HR,Hot-Rolled Steel Coil 3mm,Ferrous Metals,850,20,55000,55125.06,20,4.648,142,1144770.55,220634.18,8285.33
SUP-033,Minda Industries Ltd,Haryana,67,Net 45,1557,ITM-005,SKU-STLPIP-GI50,Galvanised Iron Pipe DN50 6m,Ferrous Metals,18,50,3600,3702.75,22,1.1442,55,7277.92,4928.22,183.34
SUP-001,Bharat Forge Ltd,Maharashtra,79,LC 90 Days,1657,ITM-031,SKU-MFGASK-AF,Aramid Fibre Manifold Gasket Set,Seals & Gaskets,0.3,200,780,795.45,17,2.5235,393,2539.81,498.8,385.62
SUP-030,Lakshmi Machine Works,Tamil Nadu,83,Cash Against Documents,5763,ITM-034,SKU-FASTNR-STUD,M16 Stud Bolt B7/2H Set (10pcs),Fasteners,1.8,100,640,585.85,41,4.5838,476,9075.19,805.82,233.56
SUP-049,Carborundum Universal Ltd,Tamil Nadu,67,Net 60,2704,ITM-022,SKU-COMPOL-VG100,Compressor Oil VG100 50L,Lubricants & Fluids,47,20,7600,7849.07,16,2.7884,22,11485.21,11247.17,162.5
SUP-048,NOCIL Ltd,Maharashtra,65,Advance 30% Net 60,413,ITM-034,SKU-FASTNR-STUD,M16 Stud Bolt B7/2H Set (10pcs),Fasteners,1.8,100,640,556.2,29,2.8264,113,2835.39,415.4,90.76
SUP-057,Finolex Industries Ltd,Maharashtra,71,Net 45,3106,ITM-023,SKU-ABWHL-A60,Alumina Grinding Wheel A60 200×25,Abrasives & Tooling,2.8,100,950,1117.2,12,3.5696,100,3018.4,2035.31,130.56
SUP-024,NRB Bearings Ltd,Maharashtra,88,Net 60,7462,ITM-010,SKU-BRASRD-C360,Free-Cutting Brass Rod C360,Non-Ferrous Metals,3,200,68000,69253.64,12,4.9936,200,2671.35,123456.77,20813.18
SUP-054,Nalco India Ltd,Odisha,69,LC 60 Days at Sight,12089,ITM-022,SKU-COMPOL-VG100,Compressor Oil VG100 50L,Lubricants & Fluids,47,20,7600,7956.12,14,4.8299,41,24822.81,7173.89,676.42
SUP-009,Tata Steel Ltd,Jharkhand,98,Net 30,7468,ITM-004,SKU-STLBAR-SS316,Stainless Steel Bar 316L,Ferrous Metals,130,5,210000,211341.73,23,2.6967,10,13918.75,333215.25,4333
SUP-047,Aarti Industries Ltd,Gujarat,66,Net 45,14049,ITM-035,SKU-WELWIR-ER70,ER70S-6 MIG Welding Wire 15kg,Welding Consumables,15,50,5600,5377.62,42,4.3674,50,3462.89,3531.98,233
SUP-042,Indian Oil Tanking Ltd,Gujarat,78,Advance 30% Net 60,6231,ITM-023,SKU-ABWHL-A60,Alumina Grinding Wheel A60 200×25,Abrasives & Tooling,2.8,100,950,970.34,12,4.8937,228,2184.28,1224.68,513.09
SUP-032,Precision Camshafts Ltd,Maharashtra,75,Advance 50% Net 30,10320,ITM-026,SKU-ABPAPER-P120,Abrasive Sheet P120 230×280,Abrasives & Tooling,0.02,2000,42,36.25,7,4.9942,15258,2342.1,53.79,241.62
SUP-047,Aarti Industries Ltd,Gujarat,66,Net 45,14049,ITM-009,SKU-COPCAT-EF,Electrolytic Copper Cathode,Non-Ferrous Metals,25,50,785000,746419.94,16,1.0178,50,5626.59,1510951.1,11196.3
SUP-050,Wendt India Ltd,Tamil Nadu,79,Net 15,12930,ITM-035,SKU-WELWIR-ER70,ER70S-6 MIG Welding Wire 15kg,Welding Consumables,15,50,5600,5875.29,23,3.8281,55,12730.13,11041.62,419.81
SUP-006,Jai Balaji Industries,West Bengal,59,Cash Against Documents,5587,ITM-016,SKU-BRGSLF-PB,Sintered Bronze Bush 25×30×25,Bearings & Bushings,0.06,1000,185,133.03,37,8,1031,1608.11,220.56,227.58
SUP-047,Aarti Industries Ltd,Gujarat,66,Net 45,14049,ITM-023,SKU-ABWHL-A60,Alumina Grinding Wheel A60 200×25,Abrasives & Tooling,2.8,100,950,877.43,14,3.5651,183,2413.74,940.63,166.44
SUP-037,Sandvik Asia Pvt Ltd,Maharashtra,91,Net 45,8696,ITM-013,SKU-BRGBL-6308,Deep Groove Ball Bearing 6308-ZZ,Bearings & Bushings,0.4,300,890,1033.49,8,2.7347,323,2913.41,2079.23,390
SUP-044,Deepak Nitrite Ltd,Gujarat,64,Net 60,5093,ITM-012,SKU-BRGBL-6205,Deep Groove Ball Bearing 6205-2RS,Bearings & Bushings,0.1,500,420,414.43,30,2.0954,522,1237.33,669.64,362.83
SUP-057,Finolex Industries Ltd,Maharashtra,71,Net 45,3106,ITM-005,SKU-STLPIP-GI50,Galvanised Iron Pipe DN50 6m,Ferrous Metals,18,50,3600,3700.52,26,4.9863,92,3666.39,4338.91,376.52
SUP-021,SKF India Ltd,Maharashtra,93,Advance 50% Net 30,14554,ITM-025,SKU-ENDML-TIN12,TiN Coated End Mill 12mm 4-Flute,Abrasives & Tooling,0.08,200,620,674.11,17,2.7186,200,978.19,1414.05,485.33
SUP-025,Tube Investments of India,Tamil Nadu,82,Advance 50% Net 30,7461,ITM-040,SKU-SPRKT-12B,Simplex Sprocket 12B-1 Z=19,Conveyor & Drive,0.8,100,680,717,12,3.86,103,1763.91,1061.09,50.2
SUP-016,Maharashtra Seamless Ltd,Maharashtra,73,LC 90 Days,13162,ITM-037,SKU-WELFLU-AG,Silver Brazing Flux 500g,Welding Consumables,0.5,200,3100,3277.25,19,4.8488,437,1161.4,2127.47,1706.71
SUP-052,Parker Hannifin India,Maharashtra,91,Net 60,7017,ITM-017,SKU-BRGNDL-HK,Needle Roller Bearing HK2520,Bearings & Bushings,0.05,500,320,386.53,7,2.3643,512,2668.28,761.02,283.79
SUP-016,Maharashtra Seamless Ltd,Maharashtra,73,LC 90 Days,13162,ITM-021,SKU-CUTFL-SOL,Soluble Cutting Fluid Concentrate 25L,Lubricants & Fluids,24,50,4200,3434.31,22,4.9818,114,5075.97,7467.29,329.27
SUP-016,Maharashtra Seamless Ltd,Maharashtra,73,LC 90 Days,13162,ITM-036,SKU-WELELE-E7018,E7018 Welding Electrode 5kg Pack,Welding Consumables,5,100,1950,1632.67,29,3.3494,105,3325.34,2572.75,204.77
SUP-025,Tube Investments of India,Tamil Nadu,82,Advance 50% Net 30,7461,ITM-034,SKU-FASTNR-STUD,M16 Stud Bolt B7/2H Set (10pcs),Fasteners,1.8,100,640,564.98,22,4.922,288,5575.51,682.08,302.21
SUP-055,HPCL Mittal Energy Ltd,Punjab,80,Net 90,4592,ITM-015,SKU-BRGTPR-32210,Tapered Roller Bearing 32210,Bearings & Bushings,1.4,150,3800,3957.11,33,4.8612,290,7769.94,3026.47,1086.94
SUP-048,NOCIL Ltd,Maharashtra,65,Advance 30% Net 60,413,ITM-020,SKU-LUBGRSE-EP2,EP2 Grease 180kg Drum,Lubricants & Fluids,180,5,11800,12504.4,18,0.5307,13,2812.35,22626.27,170.45
SUP-049,Carborundum Universal Ltd,Tamil Nadu,67,Net 60,2704,ITM-037,SKU-WELFLU-AG,Silver Brazing Flux 500g,Welding Consumables,0.5,200,3100,3133.24,24,2.6413,218,1868.16,1720.94,682.4
SUP-048,NOCIL Ltd,Maharashtra,65,Advance 30% Net 60,413,ITM-008,SKU-ALUING-6061,Aluminium Ingot 6061-T6,Non-Ferrous Metals,25,100,215000,209085.23,20,3.0524,100,5592.51,306012.96,12110.27
SUP-050,Wendt India Ltd,Tamil Nadu,79,Net 15,12930,ITM-012,SKU-BRGBL-6205,Deep Groove Ball Bearing 6205-2RS,Bearings & Bushings,0.1,500,420,436.92,21,4.4199,891,1758.75,942.63,674.41
SUP-032,Precision Camshafts Ltd,Maharashtra,75,Advance 50% Net 30,10320,ITM-021,SKU-CUTFL-SOL,Soluble Cutting Fluid Concentrate 25L,Lubricants & Fluids,24,50,4200,4158.53,47,4.7031,104,3536.29,4693.4,322.72
SUP-009,Tata Steel Ltd,Jharkhand,98,Net 30,7468,ITM-021,SKU-CUTFL-SOL,Soluble Cutting Fluid Concentrate 25L,Lubricants & Fluids,24,50,4200,5211.38,13,2.7466,50,9677.8,7013.09,200.33
SUP-009,Tata Steel Ltd,Jharkhand,98,Net 30,7468,ITM-025,SKU-ENDML-TIN12,TiN Coated End Mill 12mm 4-Flute,Abrasives & Tooling,0.08,200,620,635.44,11,2.7485,365,1926.35,939.7,290.11
